trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_Distractor,Fixation.started,Target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
99,0,99,0,5,210.58367650000014,210.58367650000014,0.0174246999999923,[0.1259259259259259],[-0.2518518518518518],[1],[0],[0],[1.0404668999999558],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
100,0,100,0,5,211.65747870000018,211.65747870000018,0.025513299999829542,[-0.44074074074074077],[0.06851851851851852],[1],[0],[0],[2.4436940000000504],[],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
101,0,101,0,10,214.15617980000002,214.15617980000002,0.03821990000005826,[0.4305555555555556],[-0.4111111111111111],[1],[0],[0],[1.6227446000000327],[],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
102,0,102,0,10,215.79754560000015,215.79754560000015,0.024702299999944444,[-0.2722222222222222],[-0.20833333333333334],[1],[0],[0],[1.7961430000000291],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
103,0,103,0,5,217.60368560000006,217.60368560000006,0.014185300000008283,[-0.462037037037037],[-0.47129629629629627],[1],[0],[0],[2.308706999999913],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
104,0,104,0,10,219.9722365,219.9722365,0.04444360000002234,[0.4759259259259259],[-0.12222222222222222],[1],[0],[0],[2.342199500000106],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
105,0,105,0,5,222.32144560000006,222.32144560000006,0.013438899999982823,[0.027777777777777776],[0.2],[1],[0],[0],[1.8446404999999686],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
106,0,106,0,5,224.20792540000002,224.20792540000002,0.02739219999989473,[-0.21851851851851853],[-0.23148148148148148],[1],[0],[0],[1.3286593000000266],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
107,0,107,0,5,225.5692094000001,225.5692094000001,0.028588099999979022,[-0.1361111111111111],[-0.2777777777777778],[1],[0],[0],[1.2950906000000941],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
108,0,108,0,5,226.8935116,226.8935116,0.026321999999936452,[-0.11944444444444445],[-0.07592592592592592],[1],[0],[0],[1.4131830000001173],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
109,0,109,0,5,228.32836350000002,228.32836350000002,0.017012000000022454,[-0.36666666666666664],[-0.4148148148148148],[1],[0],[0],[1.539982599999803],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
110,0,110,0,10,229.90753270000005,229.90753270000005,0.026844600000003993,[0.27037037037037037],[-0.4546296296296296],[1],[0],[0],[2.2294180000001234],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
111,0,111,0,10,232.17993490000003,232.17993490000003,0.035195999999814376,[0.06759259259259259],[0.09074074074074075],[1],[0],[0],[1.906058499999972],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
112,0,112,0,10,234.1261340000001,234.1261340000001,0.036236000000144486,[0.3731481481481482],[-0.3925925925925926],[1],[0],[0],[2.3025689999999486],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
113,0,113,0,10,236.47489940000014,236.47489940000014,0.04082919999996193,[-0.17407407407407408],[-0.41388888888888886],[1],[0],[0],[2.0647999000000254],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
114,0,114,0,5,238.5615025000002,238.5615025000002,0.02533979999998337,[-0.16944444444444445],[-0.21574074074074073],[1],[0],[0],[2.148160100000041],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
115,0,115,0,5,240.7514916,240.7514916,0.029369099999939863,[0.38981481481481484],[0.31296296296296294],[1],[0],[0],[2.008230999999796],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
116,0,116,0,10,242.81054310000013,242.81054310000013,0.041066300000011324,[-0.18333333333333332],[0.24259259259259258],[1],[0],[0],[2.0479784999999993],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
117,0,117,0,5,244.86113160000014,244.86113160000014,0.01425569999992149,[-0.1425925925925926],[0.09444444444444444],[1],[0],[0],[2.0264706999998907],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
118,0,118,0,10,246.95991160000017,246.95991160000017,0.04761210000015126,[-0.4601851851851852],[-0.07685185185185185],[1],[0],[0],[1.4070687000000817],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
119,0,119,0,10,248.40888830000017,248.40888830000017,0.03871430000003784,[-0.1962962962962963],[0.07962962962962963],[1],[0],[0],[1.3867768999998589],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
120,0,120,0,10,249.82378749999998,249.82378749999998,0.02858139999989362,[0.025925925925925925],[0.1574074074074074],[1],[0],[0],[1.8799670000000788],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
121,0,121,0,10,251.72330720000014,251.72330720000014,0.02399949999994533,[-0.14629629629629629],[-0.15],[1],[0],[0],[1.4682249999998476],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
122,0,122,0,5,253.23221920000015,253.23221920000015,0.03021279999984472,[0.26666666666666666],[-0.05740740740740741],[1],[0],[0],[1.8085590000000593],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
123,0,123,0,10,255.07250020000015,255.07250020000015,0.03051810000010846,[-0.2],[-0.0824074074074074],[1],[0],[0],[1.5583207999998194],[],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
124,0,124,0,5,256.67204590000006,256.67204590000006,0.030072300000028918,[0.2861111111111111],[0.19814814814814816],[1],[0],[0],[1.8585583999999926],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
125,0,125,0,5,258.56579680000004,258.56579680000004,0.025402900000017326,[-0.2574074074074074],[-0.011111111111111112],[1],[0],[0],[1.6476350000000366],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
126,0,126,0,10,260.28228190000004,260.28228190000004,0.05431079999993926,[0.0787037037037037],[0.5],[1],[0],[0],[1.8667537000001175],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
127,0,127,0,5,262.17352870000013,262.17352870000013,0.028643500000043787,[0.35555555555555557],[0.24444444444444444],[1],[0],[0],[2.1587368000000424],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
128,0,128,0,10,264.38675320000016,264.38675320000016,0.03819999999996071,[0.10092592592592593],[0.2518518518518518],[1],[0],[0],[1.3678697000000284],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
129,0,129,0,5,265.7569482000001,265.7569482000001,0.01698450000003504,[-0.22592592592592592],[0.062037037037037036],[1],[0],[0],[1.426314100000127],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
130,0,130,0,10,267.25029830000017,267.25029830000017,0.051685499999848616,[0.1962962962962963],[-0.22592592592592592],[1],[0],[0],[1.7701391999999032],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
131,0,131,0,10,269.0905544000002,269.0905544000002,0.054947099999935745,[-0.41759259259259257],[0.4305555555555556],[1],[0],[0],[2.5983075999999983],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
132,0,132,0,10,271.72367570000006,271.72367570000006,0.03879580000011629,[-0.4564814814814815],[0.08796296296296297],[1],[0],[0],[1.6537061999999878],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
133,0,133,0,10,273.4312443000001,273.4312443000001,0.04744540000001507,[-0.10185185185185185],[-0.2657407407407407],[1],[0],[0],[1.4755878000000848],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
134,0,134,0,10,274.96285480000006,274.96285480000006,0.04435260000013841,[0.32592592592592595],[0.14166666666666666],[1],[0],[0],[1.3325862000001507],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
135,0,135,0,10,276.3415933000001,276.3415933000001,0.04728479999994306,[-0.3527777777777778],[-0.14814814814814814],[1],[0],[0],[1.688617099999874],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
136,0,136,0,5,278.04064170000015,278.04064170000015,0.01592920000007325,[0.1398148148148148],[-0.3111111111111111],[1],[0],[0],[1.7736600000000635],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
137,0,137,0,10,279.8642850000001,279.8642850000001,0.034211099999993166,[-0.3],[-0.4638888888888889],[1],[0],[0],[2.3856920000000628],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
138,0,138,0,10,282.2785700000002,282.2785700000002,0.02178490000005695,[-0.11574074074074074],[-0.4537037037037037],[1],[0],[0],[1.6866966000000048],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
139,0,139,0,10,284.0199987000001,284.0199987000001,0.0455815000000257,[-0.07962962962962963],[0.014814814814814815],[1],[0],[0],[2.175592300000062],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
140,0,140,0,5,286.2161172000001,286.2161172000001,0.02433089999999538,[0.004629629629629629],[0.4777777777777778],[1],[0],[0],[1.9143804000000273],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
141,0,141,0,10,288.17632700000013,288.17632700000013,0.035856999999850814,[0.337037037037037],[0.0787037037037037],[1],[0],[0],[1.94283009999981],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
142,0,142,0,5,290.1359123000002,290.1359123000002,0.020834100000001854,[-0.14907407407407408],[-0.4074074074074074],[1],[0],[0],[2.742704900000035],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
143,0,143,0,10,292.9412398000002,292.9412398000002,0.046750400000064474,[-0.15],[-0.09537037037037037],[1],[0],[0],[1.7598504000000048],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
144,0,144,0,5,294.72186970000007,294.72186970000007,0.01830170000016551,[-0.46944444444444444],[0.13425925925925927],[1],[0],[0],[1.9213035000000218],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
145,0,145,0,10,296.67897200000016,296.67897200000016,0.032484199999998964,[0.33425925925925926],[0.0],[1],[0],[0],[1.858699599999909],[],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
146,0,146,0,5,298.54597120000017,298.54597120000017,0.011201699999901393,[-0.20092592592592592],[-0.25277777777777777],[1],[0],[0],[2.113164799999822],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
147,0,147,0,10,300.7195399000002,300.7195399000002,0.04575519999980315,[-0.058333333333333334],[0.31203703703703706],[1],[0],[0],[1.663828500000136],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
148,0,148,0,5,302.39181410000015,302.39181410000015,0.01257050000003801,[-0.3398148148148148],[0.5],[1],[0],[0],[1.6783776000002035],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
149,0,149,0,5,304.0993068,304.0993068,0.02593010000009599,[0.16111111111111112],[-0.40925925925925927],[1],[0],[0],[1.9794965999999476],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
150,0,150,0,5,306.09732210000016,306.09732210000016,0.016025000000126965,[0.25555555555555554],[0.1111111111111111],[1],[0],[0],[2.0398204999999052],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
151,0,151,0,10,308.1869213,308.1869213,0.03742859999988468,[0.42777777777777776],[-0.22314814814814815],[1],[0],[0],[2.3834810999999263],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
152,0,152,0,5,310.5990534,310.5990534,0.022310300000071948,[0.4898148148148148],[-0.005555555555555556],[1],[0],[0],[1.4506123999999545],[],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
153,0,153,0,5,312.06681990000016,312.06681990000016,0.017351899999994203,[0.22407407407407406],[0.33055555555555555],[1],[0],[0],[1.3730369999998402],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
154,0,154,0,5,313.468787,313.468787,0.02065990000005513,[-0.1398148148148148],[0.3861111111111111],[1],[0],[0],[1.4847171999999773],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
155,0,155,0,5,314.97677580000004,314.97677580000004,0.01744860000007975,[0.2861111111111111],[0.3194444444444444],[1],[0],[0],[1.4723665999999866],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
156,0,156,0,5,316.4838634,316.4838634,0.026964299999917785,[0.175],[-0.46574074074074073],[1],[0],[0],[2.7419047999999293],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
157,0,157,0,10,319.29158700000016,319.29158700000016,0.0508938999998918,[0.2861111111111111],[0.03611111111111111],[1],[0],[0],[2.087572499999851],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
158,0,158,0,5,321.39096370000016,321.39096370000016,0.015689199999997072,[-0.44814814814814813],[-0.2898148148148148],[1],[0],[0],[1.5748954000000595],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
159,0,159,0,10,323.02659400000016,323.02659400000016,0.04078379999987192,[-0.18981481481481483],[0.4361111111111111],[1],[0],[0],[1.9819310000000314],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
160,0,160,0,10,325.05494180000005,325.05494180000005,0.04808410000009644,[-0.3055555555555556],[-0.004629629629629629],[1],[0],[0],[1.8076023000000987],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
161,0,161,0,5,326.8741394000001,326.8741394000001,0.015578400000094916,[0.4842592592592593],[0.1962962962962963],[1],[0],[0],[2.0903441999998904],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
162,0,162,0,10,329.0258546,329.0258546,0.045779799999991155,[-0.42685185185185187],[0.046296296296296294],[1],[0],[0],[2.3581152000001566],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
163,0,163,0,5,331.3905267,331.3905267,0.0137789000000339,[0.14351851851851852],[-0.26481481481481484],[1],[0],[0],[1.9778380999998717],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
164,0,164,0,10,333.41774980000014,333.41774980000014,0.033803300000045056,[0.42407407407407405],[0.337037037037037],[1],[0],[0],[1.404441399999996],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
165,0,165,0,10,334.88304400000015,334.88304400000015,0.051772699999901306,[-0.0712962962962963],[0.4962962962962963],[1],[0],[0],[1.5723700999999437],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
166,0,166,0,10,336.4905037000001,336.4905037000001,0.030093700000179524,[0.1962962962962963],[-0.10277777777777777],[1],[0],[0],[2.110593199999812],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
167,0,167,0,5,338.6227744,338.6227744,0.020906699999841294,[-0.062037037037037036],[-0.48518518518518516],[1],[0],[0],[1.6689429999998993],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
168,0,168,0,5,340.30513940000014,340.30513940000014,0.01776830000017071,[0.1814814814814815],[-0.18888888888888888],[1],[0],[0],[1.8886140000001888],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
169,0,169,0,5,342.22789050000006,342.22789050000006,0.020932000000129847,[-0.3472222222222222],[-0.014814814814814815],[1],[0],[0],[1.502113700000109],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
170,0,170,0,10,343.77843870000015,343.77843870000015,0.043599200000016936,[-0.2462962962962963],[-0.04537037037037037],[1],[0],[0],[1.0460387999999057],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
171,0,171,0,5,344.8472398000001,344.8472398000001,0.018869099999847094,[0.1037037037037037],[0.24166666666666667],[1],[0],[0],[1.903791100000035],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
172,0,172,0,10,346.8005703000001,346.8005703000001,0.0345466999999644,[-0.06666666666666667],[0.3814814814814815],[1],[0],[0],[1.471465500000022],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
173,0,173,0,10,348.324703,348.324703,0.04585839999981545,[0.29907407407407405],[0.044444444444444446],[1],[0],[0],[2.158132999999907],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
174,0,174,0,10,350.5195620000002,350.5195620000002,0.0407714999998916,[-0.12314814814814815],[-0.4703703703703704],[1],[0],[0],[1.9676136999999017],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
175,0,175,0,10,352.51496670000006,352.51496670000006,0.024253699999917444,[0.19074074074074074],[-0.47685185185185186],[1],[0],[0],[1.8650835000000825],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
176,0,176,0,10,354.41509470000005,354.41509470000005,0.025777600000083112,[-0.475],[-0.45092592592592595],[1],[0],[0],[1.9972676999998384],[],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
177,0,177,0,10,356.4509213000001,356.4509213000001,0.027427500000158034,[0.33240740740740743],[0.20185185185185187],[1],[0],[0],[1.7124148999998852],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
178,0,178,0,10,358.19543940000017,358.19543940000017,0.029496299999891562,[0.47129629629629627],[-0.2111111111111111],[1],[0],[0],[2.1572439999999915],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
179,0,179,0,5,360.3721131000002,360.3721131000002,0.018384799999921597,[0.15462962962962962],[0.03888888888888889],[1],[0],[0],[2.1221901999999773],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
180,0,180,0,10,362.5528591000002,362.5528591000002,0.051848500000005515,[0.24166666666666667],[-0.17222222222222222],[1],[0],[0],[1.5536591000000044],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
181,0,181,0,5,364.1270224,364.1270224,0.014333000000078755,[0.12037037037037036],[0.325],[1],[0],[0],[1.5612045999998827],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
182,0,182,0,5,365.7114851000001,365.7114851000001,0.020513700000037716,[0.2759259259259259],[0.15185185185185185],[1],[0],[0],[1.3702001000001474],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
183,0,183,0,5,367.1200600000002,367.1200600000002,0.02732570000011947,[0.037037037037037035],[-0.4564814814814815],[1],[0],[0],[1.7617870999999923],[],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
184,0,184,0,10,368.91732590000015,368.91732590000015,0.02870460000008279,[0.387037037037037],[0.39351851851851855],[1],[0],[0],[1.744264899999962],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
185,0,185,0,10,370.7027286,370.7027286,0.03486419999990176,[0.011111111111111112],[0.03148148148148148],[1],[0],[0],[2.0690062999999554],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
186,0,186,0,5,372.7873568,372.7873568,0.014823900000010326,[0.49537037037037035],[0.23333333333333334],[1],[0],[0],[1.6763632999998208],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
187,0,187,0,10,374.52278380000007,374.52278380000007,0.04267570000001797,[0.11481481481481481],[-0.06388888888888888],[1],[0],[0],[1.797489300000052],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
188,0,188,0,10,376.3566118000001,376.3566118000001,0.04206439999984468,[-0.05740740740740741],[-0.3314814814814815],[1],[0],[0],[1.7621105999999145],[],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
189,0,189,0,10,378.1618363,378.1618363,0.02885440000000017,[0.021296296296296296],[-0.2972222222222222],[1],[0],[0],[1.7290786999999455],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
190,0,190,0,10,379.9179219,379.9179219,0.028957500000160508,[0.33796296296296297],[0.34814814814814815],[1],[0],[0],[2.391659200000049],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
191,0,191,0,5,382.33505190000005,382.33505190000005,0.027198099999850456,[-0.08055555555555556],[0.4981481481481482],[1],[0],[0],[1.8796062999999776],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
192,0,192,0,10,384.27514680000013,384.27514680000013,0.037639499999841064,[0.2777777777777778],[0.12129629629629629],[1],[0],[0],[1.6359961000000567],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
193,0,193,0,5,385.930834,385.930834,0.026559800000086398,[-0.3972222222222222],[0.3296296296296296],[1],[0],[0],[1.962020100000018],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
194,0,194,0,10,387.9462434000002,387.9462434000002,0.039912400000048365,[0.34814814814814815],[-0.44166666666666665],[1],[0],[0],[2.597437599999921],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
195,0,195,0,5,390.56001590000005,390.56001590000005,0.017677800000001298,[-0.45092592592592595],[0.4527777777777778],[1],[0],[0],[2.323282199999994],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
196,0,196,0,10,392.92586170000004,392.92586170000004,0.041704600000002756,[-0.10277777777777777],[0.032407407407407406],[1],[0],[0],[2.2284159000000727],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
197,0,197,0,5,395.18035410000016,395.18035410000016,0.021461600000066028,[-0.06111111111111111],[0.35648148148148145],[1],[0],[0],[1.3018452999999681],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
198,0,198,0,10,396.52078900000015,396.52078900000015,0.033046499999954904,[-0.26481481481481484],[0.020370370370370372],[1],[0],[0],[1.4565011999998205],[],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
199,0,199,0,5,398.01676410000005,398.01676410000005,0.03022000000009939,[-0.20277777777777778],[-0.2611111111111111],[1],[0],[0],[1.5446340000000873],['Target'],533945,001,2023-09-28_15h42.19.410,3_Visual Search,2023.1.3,60.07972579612826,
